volcano_name,volcano_image,volcano_type,country,region,subregion,epoch_period,last_eruption,summit_m,elevation_ft,latitude,longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Kolbeinsey Ridge,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Iceland,Iceland and Arctic Ocean,North of Iceland,holocene,1755 CE,5,16,66.67°N,18.5°W,0,0,282,6146
Kolokol Group,https://volcano.si.edu/gallery/photos/GVP-10820.jpg,Stratovolcano,Russia,Kuril Islands,Kuril Islands,holocene,1973 CE,1328,4357,46.042°N,150.083°E,2,2,128,375
Komarov,https://volcano.si.edu/gallery/photos/GVP-10623.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,950 CE,2065,6775,55.033°N,160.725°E,0,0,238,3756
Kone,https://volcano.si.edu/gallery/photos/GVP-10423.jpg,Caldera(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1820 CE,1380,4528,8.788°N,39.701°E,7289,27271,255387,4245801
Koniuji,https://volcano.si.edu/gallery/photos/GVP-09588.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,1150 BCE,273,896,52.22°N,175.13°W,0,0,0,173
Korath Range,https://volcano.si.edu/gallery/photos/GVP-11500.jpg,Tuff cone(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,912,2992,5.1°N,35.88°E,24549,24549,48969,270726
Koro,https://volcano.si.edu/gallery/photos/GVP-10430.jpg,Pyroclastic cone(s),Fiji,New Zealand to Fiji,Fiji Islands,holocene,Unknown - Evidence Uncertain,522,1713,17.32°S,179.4°E,621,1759,1761,141037
Korosi,https://volcano.si.edu/gallery/photos/GVP-10037.jpg,Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,1446,4744,0.77°N,36.12°E,1256,9641,85474,2051312
Koryaksky,https://volcano.si.edu/gallery/photos/GVP-02318.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,2009 CE,3430,11253,53.321°N,158.712°E,0,13,142050,257322
Koshelev,https://volcano.si.edu/gallery/photos/GVP-05951.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1690 CE,1822,5978,51.356°N,156.753°E,0,2,855,4390
Kostakan,https://volcano.si.edu/gallery/photos/GVP-10359.jpg,Pyroclastic cone(s),Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1350 CE,1150,3773,53.83°N,158.05°E,13,13,1352,232577
"Koussi, Emi",https://volcano.si.edu/gallery/photos/GVP-10350.jpg,Pyroclastic shield,Chad,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Credible,3415,11204,19.8°N,18.53°E,0,8,26,1616
Kozushima,https://volcano.si.edu/gallery/photos/GVP-08941.jpg,Lava dome(s),Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,838 CE,572,1877,34.219°N,139.153°E,2406,2406,5716,442731
Krafla,https://volcano.si.edu/gallery/photos/GVP-06038.jpg,Caldera,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),holocene,1984 CE,800,2625,65.715°N,16.728°W,384,384,1258,25667
Krakatau,https://volcano.si.edu/gallery/photos/GVP-00568.jpg,Caldera,Indonesia,Indonesia,Krakatau,holocene,2021 CE,155,509,6.102°S,105.423°E,7177,7177,8027,6326159
Krasheninnikov,https://volcano.si.edu/gallery/photos/GVP-02387.jpg,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1550 CE,1816,5958,54.596°N,160.27°E,308,308,814,4674
Kronotsky,https://volcano.si.edu/gallery/photos/GVP-02394.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1923 CE,3482,11424,54.753°N,160.533°E,0,12,1323,3531
Krummel-Garbuna-Welcker,https://volcano.si.edu/gallery/photos/GVP-10772.jpg,Stratovolcano(es),Papua New Guinea,Melanesia and Australia,New Britain,holocene,2008 CE,564,1850,5.416°S,150.027°E,91,8207,58235,143455
Krysuvik-Trolladyngja,https://volcano.si.edu/gallery/photos/GVP-07550.jpg,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,2021 CE,360,1181,63.917°N,22.067°W,29070,29070,164484,195915
Ksudach,https://volcano.si.edu/gallery/photos/GVP-05739.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1907 CE,1079,3540,51.844°N,157.572°E,0,0,244,3850
Kuchinoerabujima,https://volcano.si.edu/gallery/photos/GVP-10531.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,657,2156,30.443°N,130.217°E,1544,1698,5348,149518
Kuchinoshima,https://volcano.si.edu/gallery/photos/GVP-11802.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1190 CE,628,2060,29.968°N,129.926°E,93,101,291,11002
Kueishantao,https://volcano.si.edu/gallery/photos/GVP-12006.jpg,Stratovolcano,Taiwan,"Japan, Taiwan, Marianas",Taiwan,holocene,1853 CE,361,1184,24.841°N,121.953°E,1,6523,471596,10011370
Kuh-e Nader,https://volcano.si.edu/gallery/photos/GVP-11741.jpg,Volcanic field,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Evidence Uncertain,1500,4921,28.17°N,60.67°E,2979,2979,17818,232462
Kujusan,https://volcano.si.edu/gallery/photos/GVP-08761.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1996 CE,1791,5876,33.086°N,131.249°E,1667,11771,181541,7815706
Kukak,https://volcano.si.edu/gallery/photos/GVP-08564.jpg,Stratovolcano,United States,Alaska,Alaska Peninsula,holocene,Unknown - Unrest / Holocene,2043,6703,58.453°N,154.355°W,0,0,0,125
Kula,https://volcano.si.edu/gallery/photos/GVP-11457.jpg,Pyroclastic cone(s),Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,750,2461,38.58°N,28.52°E,66866,66866,187845,2655406
Kunlun Volcanic Group,https://volcano.si.edu/gallery/photos/GVP-12311.jpg,Pyroclastic cone(s),China,Kamchatka and Mainland Asia,China (western),holocene,1951 CE,5808,19055,35.52°N,80.2°E,1253,1253,3212,22621
Kupreanof,https://volcano.si.edu/gallery/photos/GVP-09532.jpg,Stratovolcano,United States,Alaska,Alaska Peninsula,holocene,Unknown - Evidence Uncertain,1895,6217,56.011°N,159.797°W,0,0,11,969
Kurikomayama,https://volcano.si.edu/gallery/photos/GVP-10537.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1950 CE,1627,5338,38.961°N,140.788°E,226,1081,104165,4615592
Kurile Lake,https://volcano.si.edu/gallery/photos/GVP-02283.jpg,Caldera,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,6440 BCE,81,266,51.45°N,157.12°E,23,23,397,4078
Kurose Hole,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Uncertain,-107,-351,33.4°N,139.68°E,0,0,46,14951
Kurub,https://volcano.si.edu/gallery/photos/GVP-11172.jpg,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,625,2051,11.88°N,41.208°E,8,9,64938,341992
Kusatsu-Shiranesan,https://volcano.si.edu/gallery/photos/GVP-01496.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2018 CE,2165,7103,36.618°N,138.528°E,4485,14296,434049,5947593
Kussharo,https://volcano.si.edu/gallery/photos/GVP-02237.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1320 CE,574,1883,43.615°N,144.427°E,8331,8331,26476,680109
Kuttara,https://volcano.si.edu/gallery/photos/GVP-05618.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1820 CE,549,1801,42.491°N,141.16°E,10198,34015,220509,3371955
Kutum Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11122.jpg,Pyroclastic cone(s),Sudan,Africa and Red Sea,Africa (northern),holocene,Unknown - Evidence Uncertain,1779,5837,14.57°N,25.85°E,30569,30569,30569,194797
Kuwae,https://volcano.si.edu/gallery/photos/GVP-11910.jpg,Caldera,Vanuatu,Melanesia and Australia,Vanuatu,holocene,1974 CE,-2,-7,16.829°S,168.536°E,2836,2836,5725,48609
Kverkfjoll,https://volcano.si.edu/gallery/photos/GVP-06061.jpg,Stratovolcano,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),holocene,1968 CE,1930,6332,64.653°N,16.647°W,0,0,0,2901
Kyatwa,https://volcano.si.edu/gallery/photos/GVP-11495.jpg,Tuff cone(s),Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Uncertain,1430,4692,0.45°N,30.25°E,271685,271685,537190,4350194
Kyejo,https://volcano.si.edu/gallery/photos/GVP-12128.jpg,Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,1800 CE,2176,7139,9.229°S,33.792°E,2259,38428,378511,2263665
La Palma,https://volcano.si.edu/gallery/photos/GVP-08752.jpg,Stratovolcano(es),Spain,Atlantic Ocean,Canary Islands,holocene,2021 CE,2426,7959,28.57°N,17.83°W,442,18506,55922,85416
Laguna Caldera,https://volcano.si.edu/gallery/photos/GVP-09109.jpg,Caldera,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,743,2438,14.42°N,121.27°E,625567,625567,7073814,26270664
"Lajas, Las",https://volcano.si.edu/gallery/photos/GVP-08469.jpg,Shield,Nicaragua,México and Central America,Nicaragua,holocene,Unknown - Evidence Uncertain,926,3038,12.3°N,85.73°W,1901,11384,130109,3304910
Lamington,https://volcano.si.edu/gallery/photos/GVP-00490.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,1956 CE,1680,5512,8.95°S,148.15°E,252,2018,45841,146630
Lamongan,https://volcano.si.edu/gallery/photos/GVP-00748.jpg,Stratovolcano,Indonesia,Indonesia,Java,holocene,1898 CE,1641,5384,7.981°S,113.341°E,6588,66387,2193829,15322387
Langila,https://volcano.si.edu/gallery/photos/GVP-00456.jpg,Complex,Papua New Guinea,Melanesia and Australia,New Britain,holocene,2022 CE,1330,4364,5.525°S,148.42°E,213,3653,11641,45698
Lanin,https://volcano.si.edu/gallery/photos/GVP-04914.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,560 CE,3776,12388,39.637°S,71.502°W,13,352,3007,202987
Lanzarote,https://volcano.si.edu/gallery/photos/GVP-08738.jpg,Fissure vent(s),Spain,Atlantic Ocean,Canary Islands,holocene,1824 CE,670,2198,29.03°N,13.63°W,19033,80515,164123,225373
Lascar,https://volcano.si.edu/gallery/photos/GVP-04835.jpg,Stratovolcano(es),Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,2017 CE,5592,18346,23.37°S,67.73°W,0,70,570,8119
Lassen Volcanic Center,https://volcano.si.edu/gallery/photos/GVP-03258.jpg,Stratovolcano,United States,Canada and Western USA,USA (California),holocene,1917 CE,3187,10456,40.492°N,121.508°W,0,9,2340,439135
Lastarria,https://volcano.si.edu/gallery/photos/GVP-06901.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,5706,18720,25.168°S,68.507°W,0,14,259,7771
Late,https://volcano.si.edu/gallery/photos/GVP-10792.jpg,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1854 CE,540,1772,18.806°S,174.65°W,158,158,158,17190
Lateiki,https://volcano.si.edu/gallery/photos/GVP-01627.jpg,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,2019 CE,43,141,19.18°S,174.87°W,18,18,18,7907
Lautaro,https://volcano.si.edu/gallery/photos/GVP-10980.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1979 CE,3542,11621,49.019°S,73.504°W,0,0,46,2365
Lawu,https://volcano.si.edu/gallery/photos/GVP-01114.jpg,Stratovolcano,Indonesia,Indonesia,Java,holocene,1885 CE,3265,10712,7.625°S,111.192°E,2171,68175,2344575,24931156
"Lengai, Ol Doinyo",https://volcano.si.edu/gallery/photos/GVP-00195.jpg,Stratovolcano,Tanzania,Africa and Red Sea,Africa (eastern),holocene,2022 CE,2962,9718,2.764°S,35.914°E,186,1855,18074,545305
Leonard Range,https://volcano.si.edu/gallery/photos/GVP-12289.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,120 CE,1080,3543,7.382°N,126.047°E,908,3682,451047,4321874
Leroboleng,https://volcano.si.edu/gallery/photos/GVP-10064.jpg,Complex,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,1095,3593,8.365°S,122.833°E,9164,26794,358627,896194
Leskov Island,https://volcano.si.edu/gallery/photos/GVP-12673.jpg,Stratovolcano,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,holocene,Unknown - Unrest / Holocene,190,623,56.656°S,28.14°W,0,0,0,0
Level Mountain,https://volcano.si.edu/gallery/photos/GVP-10153.jpg,Shield,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Uncertain,2164,7100,58.42°N,131.35°W,0,0,0,636
Lewotobi,https://volcano.si.edu/gallery/photos/GVP-11759.jpg,Stratovolcano(es),Indonesia,Indonesia,Lesser Sunda Islands,holocene,2003 CE,1703,5587,8.542°S,122.775°E,18686,59084,284976,906184
Lewotolok,https://volcano.si.edu/gallery/photos/GVP-08323.jpg,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2022 CE,1431,4695,8.274°S,123.508°E,4390,10032,159023,695083
Liado Hayk,https://volcano.si.edu/gallery/photos/GVP-12574.jpg,Maar(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,878,2881,9.57°N,40.28°E,22847,22847,54244,2688559
Liamuiga,https://volcano.si.edu/gallery/photos/GVP-09430.jpg,Stratovolcano,Saint Kitts and Nevis,West Indies,West Indies,holocene,160 CE,1156,3793,17.37°N,62.8°W,2009,7285,35138,141136
Licancabur,https://volcano.si.edu/gallery/photos/GVP-06885.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Credible,5916,19409,22.83°S,67.88°W,10,86,1650,12389
Licto,https://volcano.si.edu/gallery/photos/GVP-11676.jpg,Pyroclastic cone(s),Ecuador,South America,Ecuador,holocene,Unknown - Evidence Uncertain,3336,10945,1.78°S,78.613°W,250144,250144,333276,1806438
Lihir,https://volcano.si.edu/gallery/photos/GVP-10767.jpg,Compound,Papua New Guinea,Melanesia and Australia,New Ireland,holocene,Unknown - Evidence Credible,700,2297,3.125°S,152.642°E,959,2592,3562,32340
Lipari,https://volcano.si.edu/gallery/photos/GVP-01535.jpg,Stratovolcano(es),Italy,Mediterranean and Western Asia,Italy,holocene,1230 CE,590,1936,38.49°N,14.933°E,26049,28925,36059,1564043
Little Sitkin,https://volcano.si.edu/gallery/photos/GVP-09482.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,1830 CE,1174,3852,51.95°N,178.543°E,0,0,0,0
Ljosufjoll,https://volcano.si.edu/gallery/photos/GVP-07535.jpg,Fissure vent(s),Iceland,Iceland and Arctic Ocean,Iceland (western),holocene,960 CE,1063,3488,64.9°N,22.483°W,713,713,1511,192797
Llaima,https://volcano.si.edu/gallery/photos/GVP-04885.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,2009 CE,3125,10253,38.692°S,71.729°W,86,811,18568,630458
Llullaillaco,https://volcano.si.edu/gallery/photos/GVP-06900.jpg,Stratovolcano,Chile,South America,"Northern Chile, Bolivia and Argentina",holocene,1877 CE,6739,22110,24.72°S,68.53°W,0,18,391,9859
Lobster,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Tonga,New Zealand to Fiji,Tonga Islands,holocene,Unknown - Evidence Uncertain,-1500,-4921,15.333°S,176.283°W,,,,
Lokon-Empung,https://volcano.si.edu/gallery/photos/GVP-10070.jpg,Stratovolcano(es),Indonesia,Indonesia,Sulawesi,holocene,2015 CE,1580,5184,1.358°N,124.792°E,12183,75684,942160,1583346
Lolo,https://volcano.si.edu/gallery/photos/GVP-10771.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Uncertain,796,2612,5.466°S,150.509°E,5176,13925,35526,144334
Lolobau,https://volcano.si.edu/gallery/photos/GVP-01653.jpg,Caldera,Papua New Guinea,Melanesia and Australia,New Britain,holocene,1912 CE,858,2815,4.92°S,151.158°E,7243,7243,9659,62340
Loloru,https://volcano.si.edu/gallery/photos/GVP-00504.jpg,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1050 BCE,1887,6191,6.52°S,155.62°E,1,173,26075,97088
Long Island,https://volcano.si.edu/gallery/photos/GVP-00452.jpg,Complex,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,1993 CE,1280,4199,5.358°S,147.12°E,172,2023,4017,78803
"Longavi, Nevado de",https://volcano.si.edu/gallery/photos/GVP-10978.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,4890 BCE,3242,10636,36.193°S,71.161°W,17,141,3901,753797
Longgang Group,https://volcano.si.edu/gallery/photos/GVP-06787.jpg,Pyroclastic cone(s),China,Kamchatka and Mainland Asia,China (eastern),holocene,350 CE,1000,3281,42.33°N,126.5°E,34708,34708,197016,4407575
Longonot,https://volcano.si.edu/gallery/photos/GVP-09411.jpg,Stratovolcano,Kenya,Africa and Red Sea,Africa (eastern),holocene,1863 CE,2776,9108,0.914°S,36.446°E,809,17893,410677,8750154
Lonquimay,https://volcano.si.edu/gallery/photos/GVP-04860.jpg,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1990 CE,2832,9291,38.379°S,71.586°W,96,540,13635,504320
Lopevi,https://volcano.si.edu/gallery/photos/GVP-11914.jpg,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2007 CE,1413,4636,16.507°S,168.346°E,690,793,7942,50310
Lubukraya,https://volcano.si.edu/gallery/photos/GVP-04506.jpg,Stratovolcano,Indonesia,Indonesia,Sumatra,holocene,Unknown - Evidence Uncertain,1862,6109,1.478°N,99.209°E,349,6931,445954,2208734
"Lunayyir, Harrat",https://volcano.si.edu/gallery/photos/GVP-10433.jpg,Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,1000 CE,1370,4495,25.17°N,37.75°E,234,234,234,61662
Ly Son Group,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,Philippines and SE Asia,Southeast Asia,holocene,Unknown - Evidence Credible,157,515,15.38°N,109.12°E,700,700,29181,2303467
Ma Alalta,https://volcano.si.edu/gallery/photos/GVP-11180.jpg,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,1745,5725,13.013°N,40.185°E,3925,25246,66381,1332833
Maca,https://volcano.si.edu/gallery/photos/GVP-10970.jpg,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,1560 CE,2960,9711,45.1°S,73.17°W,0,0,375,26903
Macauley,https://volcano.si.edu/gallery/photos/GVP-11693.jpg,Caldera,New Zealand,New Zealand to Fiji,Kermadec Islands,holocene,4360 BCE,238,781,30.21°S,178.475°W,0,0,0,0
Macdonald,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (central),holocene,1989 CE,-39,-128,28.98°S,140.25°W,0,0,0,0
Machin,https://volcano.si.edu/gallery/photos/GVP-07560.jpg,Stratovolcano,Colombia,South America,Colombia,holocene,1180 CE,2749,9019,4.487°N,75.389°W,2150,15212,570836,4165071
Madeira,https://volcano.si.edu/gallery/photos/GVP-11735.jpg,Shield,Portugal,Atlantic Ocean,Azores,holocene,4500 BCE,1862,6109,32.73°N,16.97°W,209816,209816,215730,220977
Madilogo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,holocene,Unknown - Evidence Credible,850,2789,9.2°S,147.57°E,146,670,10015,486684
Mageik,https://volcano.si.edu/gallery/photos/GVP-05325.jpg,Stratovolcano,United States,Alaska,Alaska Peninsula,holocene,500 BCE,2165,7103,58.195°N,155.253°W,0,0,0,376
Mahagnao,https://volcano.si.edu/gallery/photos/GVP-12298.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,Unknown - Unrest / Holocene,860,2822,10.882°N,124.888°E,11,4338,66949,827590
Mahawu,https://volcano.si.edu/gallery/photos/GVP-01270.jpg,Stratovolcano,Indonesia,Indonesia,Sulawesi,holocene,1977 CE,1299,4262,1.352°N,124.865°E,18618,111852,878193,1503109
Maipo,https://volcano.si.edu/gallery/photos/GVP-06921.jpg,Caldera,Chile,South America,Central Chile and Argentina,holocene,1912 CE,5323,17464,34.164°S,69.832°W,3916,3916,8221,1684481
Makaturing,https://volcano.si.edu/gallery/photos/GVP-11151.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1882 CE,1818,5965,7.644°N,124.317°E,1501,9752,418007,6142586
Makian,https://volcano.si.edu/gallery/photos/GVP-06360.jpg,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,1988 CE,1357,4452,0.32°N,127.4°E,4986,8466,21360,441768
Makushin,https://volcano.si.edu/gallery/photos/GVP-04555.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,1995 CE,1800,5906,53.891°N,166.923°W,0,0,3437,3850
"Malinche, La",https://volcano.si.edu/gallery/photos/GVP-08004.jpg,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1170 BCE,4461,14636,19.231°N,98.032°W,46,2769,2324232,8225539
Malindang,https://volcano.si.edu/gallery/photos/GVP-11134.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Evidence Credible,2404,7887,8.22°N,123.63°E,317,13659,731423,4044299
